contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM240628P00157500,IBM,2024-06-28,157.50,put,0.11,0.20,0.08,7,0.31,133,7,2,2024-06-18,0.30839,-0.05331,0.01247,-0.16747,0.03064,-0.00255
IBM240628C00160000,IBM,2024-06-28,160.00,call,9.60,10.95,10.55,44,11.35,37,0,8,2024-06-18,0.24986,0.94520,0.01573,-0.22287,0.03131,0.04117
IBM240628P00160000,IBM,2024-06-28,160.00,put,0.14,0.15,0.13,107,0.17,42,17,252,2024-06-18,0.24437,-0.05102,0.01519,-0.12724,0.02959,-0.00243
IBM240628C00162500,IBM,2024-06-28,162.50,call,7.10,8.65,8.35,16,8.95,31,0,13,2024-06-18,0.24620,0.89301,0.02652,-0.31036,0.05203,0.03936
IBM240628P00162500,IBM,2024-06-28,162.50,put,0.38,0.25,0.20,120,0.30,52,10,47,2024-06-18,0.22272,-0.08541,0.02484,-0.17130,0.04409,-0.00406
IBM240628C00165000,IBM,2024-06-28,165.00,call,5.10,6.30,6.15,50,6.45,1,19,57,2024-06-18,0.21266,0.84109,0.04035,-0.33849,0.06838,0.03757
IBM240628P00165000,IBM,2024-06-28,165.00,put,0.54,0.50,0.47,66,0.53,1,105,265,2024-06-18,0.21129,-0.15740,0.04036,-0.24745,0.06795,-0.00749
IBM240628C00167500,IBM,2024-06-28,167.50,call,4.41,4.25,3.75,118,4.75,76,15,53,2024-06-18,0.19955,0.72809,0.05890,-0.40505,0.09367,0.03286
IBM240628P00167500,IBM,2024-06-28,167.50,put,1.00,1.01,0.97,60,1.05,24,39,177,2024-06-18,0.20535,-0.27730,0.05780,-0.32870,0.09458,-0.01323
IBM240628C00170000,IBM,2024-06-28,170.00,call,2.77,2.75,2.66,41,2.83,38,535,724,2024-06-18,0.20733,0.56113,0.06736,-0.47065,0.11130,0.02547
IBM240628P00170000,IBM,2024-06-28,170.00,put,1.90,1.91,1.86,3,1.96,12,58,100,2024-06-18,0.20352,-0.43799,0.06860,-0.37239,0.11126,-0.02099
IBM240628C00172500,IBM,2024-06-28,172.50,call,1.65,1.60,1.50,10,1.70,9,320,490,2024-06-18,0.20778,0.39323,0.06556,-0.44657,0.10856,0.01794
IBM240628P00172500,IBM,2024-06-28,172.50,put,3.63,3.30,3.20,9,3.40,42,7,17,2024-06-18,0.20794,-0.60668,0.06552,-0.35510,0.10857,-0.02925
IBM240628C00175000,IBM,2024-06-28,175.00,call,0.83,0.88,0.75,61,1.00,8,387,1862,2024-06-18,0.21236,0.25026,0.05304,-0.37013,0.08976,0.01145
IBM240628P00175000,IBM,2024-06-28,175.00,put,6.73,5.20,4.85,98,5.55,91,1,9,2024-06-18,0.22608,-0.73585,0.05124,-0.31122,0.09231,-0.03581
IBM240628C00177500,IBM,2024-06-28,177.50,call,0.50,0.53,0.42,41,0.64,185,83,292,2024-06-18,0.22852,0.15902,0.03757,-0.29948,0.06841,0.00729
IBM240628P00177500,IBM,2024-06-28,177.50,put,0.00,7.38,7.05,22,7.70,74,0,0,2024-06-18,0.25077,-0.81762,0.03737,-0.26355,0.07469,-0.04023
IBM240628C00180000,IBM,2024-06-28,180.00,call,0.25,0.25,0.22,31,0.28,39,33,1508,2024-06-18,0.22852,0.08562,0.02425,-0.19184,0.04417,0.00393
IBM240628P00180000,IBM,2024-06-28,180.00,put,0.00,9.50,9.05,37,9.95,45,0,1,2024-06-18,0.24208,-0.90137,0.02542,-0.12969,0.04905,-0.04472
IBM240628C00182500,IBM,2024-06-28,182.50,call,0.06,0.15,0.09,230,0.22,129,3,27,2024-06-18,0.24391,0.05250,0.01557,-0.13943,0.03027,0.00241
IBM240628P00182500,IBM,2024-06-28,182.50,put,0.00,12.00,11.55,37,12.45,48,0,0,2024-06-18,0.28827,-0.91385,0.01932,-0.14398,0.04437,-0.04599
IBM240628C00185000,IBM,2024-06-28,185.00,call,0.05,0.17,0.04,159,0.30,368,25,101,2024-06-18,0.28995,0.05049,0.01270,-0.15975,0.02934,0.00231
IBM240628P00185000,IBM,2024-06-28,185.00,put,0.00,14.50,14.05,37,14.95,41,0,0,2024-06-18,0.33263,-0.92265,0.01543,-0.15676,0.04091,-0.04708
IBM240628C00187500,IBM,2024-06-28,187.50,call,0.04,0.15,0.03,53,0.27,138,0,5,2024-06-18,0.32043,0.04160,0.00983,-0.15057,0.02511,0.00190
IBM240628P00187500,IBM,2024-06-28,187.50,put,0.00,17.02,16.60,11,17.45,38,0,0,2024-06-18,0.38034,-0.92652,0.01298,-0.17976,0.03934,-0.04796
IBM240628C00190000,IBM,2024-06-28,190.00,call,0.01,0.10,0.02,102,0.17,336,0,41,2024-06-18,0.33263,0.02823,0.00689,-0.11337,0.01826,0.00129
IBM240628P00190000,IBM,2024-06-28,190.00,put,0.00,19.52,19.10,10,19.95,38,0,0,2024-06-18,0.42196,-0.93195,0.01103,-0.19049,0.03709,-0.04889
IBM240628C00192500,IBM,2024-06-28,192.50,call,0.00,0.14,0.02,22,0.25,42,0,0,2024-06-18,0.38720,0.03331,0.00679,-0.15096,0.02094,0.00152
IBM240628P00192500,IBM,2024-06-28,192.50,put,0.00,22.02,21.60,10,22.45,62,0,0,2024-06-18,0.46235,-0.93633,0.00956,-0.20037,0.03523,-0.04978
IBM240628C00195000,IBM,2024-06-28,195.00,call,0.08,0.13,0.02,23,0.24,63,0,12,2024-06-18,0.41601,0.02938,0.00569,-0.14593,0.01888,0.00134
IBM240628P00195000,IBM,2024-06-28,195.00,put,0.00,24.52,24.10,10,24.95,39,0,0,2024-06-18,0.50153,-0.94000,0.00841,-0.20929,0.03363,-0.05064
IBM240628C00200000,IBM,2024-06-28,200.00,call,0.00,0.08,0.01,21,0.15,252,0,0,2024-06-18,0.44665,0.01796,0.00350,-0.10325,0.01247,0.00082
IBM240628P00200000,IBM,2024-06-28,200.00,put,0.00,29.52,29.10,8,29.95,41,0,0,2024-06-18,0.57714,-0.94569,0.00676,-0.22579,0.03109,-0.05228
IBM240628C00205000,IBM,2024-06-28,205.00,call,0.54,0.09,0.01,18,0.17,60,0,8,2024-06-18,0.51357,0.01766,0.00300,-0.11680,0.01230,0.00080
IBM240628P00205000,IBM,2024-06-28,205.00,put,0.00,34.55,34.10,8,35.00,45,0,0,2024-06-18,0.65960,-0.94708,0.00579,-0.26215,0.03046,-0.05372
IBM240628C00210000,IBM,2024-06-28,210.00,call,0.00,0.12,0.01,15,0.23,171,0,0,2024-06-18,0.59421,0.02010,0.00290,-0.15065,0.01373,0.00091
IBM240628P00210000,IBM,2024-06-28,210.00,put,0.00,39.52,39.05,48,40.00,49,0,0,2024-06-18,0.71905,-0.95318,0.00482,-0.25479,0.02762,-0.05537
IBM240628C00215000,IBM,2024-06-28,215.00,call,0.01,0.01,0.00,0,0.23,155,6,45,2024-06-18,0.48827,0.00250,0.00056,-0.01973,0.00219,0.00011
IBM240628P00215000,IBM,2024-06-28,215.00,put,0.00,44.47,44.05,48,44.90,37,0,0,2024-06-18,0.76646,-0.96000,0.00398,-0.22931,0.02433,-0.05704
IBM240628C00220000,IBM,2024-06-28,220.00,call,0.01,0.03,0.01,11,0.05,1,14,0,2024-06-18,0.59360,0.00575,0.00098,-0.05056,0.00462,0.00026
IBM240628P00220000,IBM,2024-06-28,220.00,put,0.00,49.47,49.05,48,49.90,37,0,0,2024-06-18,0.83033,-0.96190,0.00353,-0.24053,0.02338,-0.05850
IBM240628C00225000,IBM,2024-06-28,225.00,call,0.00,0.01,0.00,0,0.23,50,0,0,2024-06-18,0.57378,0.00216,0.00042,-0.02025,0.00192,0.00010
IBM240628P00225000,IBM,2024-06-28,225.00,put,0.00,54.55,54.10,8,55.00,50,0,0,2024-06-18,0.92560,-0.95750,0.00346,-0.31554,0.02555,-0.05969
IBM240628C00230000,IBM,2024-06-28,230.00,call,0.01,0.01,0.00,0,0.23,55,18,0,2024-06-18,0.61463,0.00202,0.00037,-0.02048,0.00181,0.00009
IBM240628P00230000,IBM,2024-06-28,230.00,put,0.00,59.47,59.05,37,59.90,47,0,0,2024-06-18,0.95258,-0.96474,0.00289,-0.26213,0.02195,-0.06137
IBM240628C00235000,IBM,2024-06-28,235.00,call,0.00,0.01,0.00,0,0.23,55,0,0,2024-06-18,0.65442,0.00192,0.00033,-0.02073,0.00172,0.00009
IBM240628P00235000,IBM,2024-06-28,235.00,put,0.00,64.53,64.05,45,65.00,49,0,0,2024-06-18,1.03795,-0.96176,0.00284,-0.32244,0.02345,-0.06262
IBM240628C00240000,IBM,2024-06-28,240.00,call,0.00,0.01,0.00,0,0.23,41,0,0,2024-06-18,0.69299,0.00182,0.00030,-0.02092,0.00164,0.00008
IBM240628P00240000,IBM,2024-06-28,240.00,put,0.00,69.47,69.05,43,69.90,45,0,0,2024-06-18,1.06813,-0.96679,0.00245,-0.28236,0.02089,-0.06421
IBM240628C00245000,IBM,2024-06-28,245.00,call,0.00,0.01,0.00,0,0.23,42,0,0,2024-06-18,0.73064,0.00174,0.00027,-0.02113,0.00157,0.00008
IBM240628P00245000,IBM,2024-06-28,245.00,put,0.00,74.50,74.10,8,74.90,37,0,0,2024-06-18,1.13810,-0.96569,0.00237,-0.31821,0.02146,-0.06553
IBM240628C00250000,IBM,2024-06-28,250.00,call,0.00,0.01,0.00,0,0.23,42,0,0,2024-06-18,0.76722,0.00166,0.00025,-0.02130,0.00151,0.00007
IBM240628P00250000,IBM,2024-06-28,250.00,put,0.00,79.47,79.05,39,79.90,37,0,0,2024-06-18,1.17804,-0.96830,0.00214,-0.30191,0.02011,-0.06702
IBM240705C00095000,IBM,2024-07-05,95.00,call,0.00,75.78,75.35,38,76.20,39,0,0,2024-06-18,0.39499,1.00000,0.00000,-0.05051,0.00000,0.04414
IBM240705P00095000,IBM,2024-07-05,95.00,put,0.00,0.01,0.00,0,0.26,41,0,0,2024-06-18,0.91188,-0.00102,0.00010,-0.01225,0.00126,-0.00009
IBM240705C00100000,IBM,2024-07-05,100.00,call,0.00,70.80,70.40,37,71.20,38,0,0,2024-06-18,0.73872,0.99971,0.00004,-0.05624,0.00039,0.04644
IBM240705P00100000,IBM,2024-07-05,100.00,put,0.00,0.01,0.00,0,0.26,41,0,0,2024-06-18,0.83704,-0.00111,0.00012,-0.01214,0.00136,-0.00009
IBM240705C00105000,IBM,2024-07-05,105.00,call,0.00,65.83,65.40,38,66.25,40,0,0,2024-06-18,0.81524,0.99788,0.00022,-0.07719,0.00246,0.04860
IBM240705P00105000,IBM,2024-07-05,105.00,put,0.00,0.01,0.00,0,0.26,41,0,0,2024-06-18,0.76555,-0.00121,0.00014,-0.01200,0.00147,-0.00010
IBM240705C00110000,IBM,2024-07-05,110.00,call,0.00,60.83,60.40,39,61.25,40,0,0,2024-06-18,0.67805,0.99899,0.00014,-0.06750,0.00125,0.05102
IBM240705P00110000,IBM,2024-07-05,110.00,put,0.00,0.01,0.00,0,0.26,41,0,0,2024-06-18,0.69725,-0.00132,0.00017,-0.01186,0.00160,-0.00011
IBM240705C00115000,IBM,2024-07-05,115.00,call,0.00,55.85,55.45,37,56.25,41,0,0,2024-06-18,0.65549,0.99797,0.00027,-0.07756,0.00236,0.05326
IBM240705P00115000,IBM,2024-07-05,115.00,put,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.63171,-0.00145,0.00020,-0.01171,0.00175,-0.00012
IBM240705C00120000,IBM,2024-07-05,120.00,call,0.00,50.88,50.45,38,51.30,40,0,0,2024-06-18,0.64009,0.99575,0.00053,-0.09501,0.00460,0.05540
IBM240705P00120000,IBM,2024-07-05,120.00,put,0.00,0.01,0.00,0,0.26,57,0,12,2024-06-18,0.56875,-0.00161,0.00025,-0.01156,0.00192,-0.00013
IBM240705C00125000,IBM,2024-07-05,125.00,call,0.00,46.48,45.45,39,47.50,35,0,0,2024-06-18,0.89496,0.95711,0.00277,-0.38466,0.03356,0.05438
IBM240705P00125000,IBM,2024-07-05,125.00,put,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.50793,-0.00180,0.00031,-0.01137,0.00212,-0.00015
IBM240705C00130000,IBM,2024-07-05,130.00,call,0.00,40.88,40.45,38,41.30,38,0,0,2024-06-18,0.43811,0.99838,0.00032,-0.07800,0.00192,0.06027
IBM240705P00130000,IBM,2024-07-05,130.00,put,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.44909,-0.00202,0.00039,-0.01115,0.00235,-0.00016
IBM240705C00135000,IBM,2024-07-05,135.00,call,0.00,35.90,35.45,41,36.35,41,0,0,2024-06-18,0.40900,0.99674,0.00065,-0.08740,0.00363,0.06245
IBM240705P00135000,IBM,2024-07-05,135.00,put,0.00,0.01,0.00,0,0.27,52,0,0,2024-06-18,0.39193,-0.00229,0.00050,-0.01089,0.00264,-0.00019
IBM240705C00140000,IBM,2024-07-05,140.00,call,0.00,30.93,30.50,38,31.35,38,0,0,2024-06-18,0.38309,0.99303,0.00138,-0.10317,0.00714,0.06447
IBM240705P00140000,IBM,2024-07-05,140.00,put,0.00,0.14,0.01,3,0.27,54,0,8,2024-06-18,0.46799,-0.02121,0.00295,-0.09209,0.01873,-0.00175
IBM240705C00145000,IBM,2024-07-05,145.00,call,0.00,25.95,25.50,41,26.40,38,0,0,2024-06-18,0.33126,0.99037,0.00211,-0.10994,0.00949,0.06658
IBM240705P00145000,IBM,2024-07-05,145.00,put,0.00,0.08,0.01,10,0.15,56,0,34,2024-06-18,0.36388,-0.01628,0.00303,-0.05688,0.01495,-0.00133
IBM240705C00150000,IBM,2024-07-05,150.00,call,0.00,21.12,20.80,10,21.45,45,0,0,2024-06-18,0.34818,0.96240,0.00639,-0.18895,0.03016,0.06661
IBM240705P00150000,IBM,2024-07-05,150.00,put,0.00,0.17,0.03,30,0.31,319,0,17,2024-06-18,0.33842,-0.03374,0.00602,-0.09710,0.02760,-0.00276
IBM240705C00152500,IBM,2024-07-05,152.50,call,0.00,18.50,18.05,41,18.95,45,0,0,2024-06-18,0.26144,0.98005,0.00502,-0.12914,0.01778,0.06923
IBM240705P00152500,IBM,2024-07-05,152.50,put,0.00,0.19,0.05,15,0.33,42,0,0,2024-06-18,0.30915,-0.04030,0.00762,-0.10215,0.03191,-0.00329
IBM240705C00155000,IBM,2024-07-05,155.00,call,0.00,16.18,15.85,5,16.50,43,0,0,2024-06-18,0.28766,0.94641,0.01029,-0.20128,0.04011,0.06764
IBM240705P00155000,IBM,2024-07-05,155.00,put,0.00,0.15,0.06,38,0.25,286,0,29,2024-06-18,0.26068,-0.03823,0.00866,-0.08199,0.03057,-0.00311
IBM240705C00157500,IBM,2024-07-05,157.50,call,0.00,13.70,13.35,11,14.05,37,0,0,2024-06-18,0.25291,0.93714,0.01327,-0.20133,0.04547,0.06806
IBM240705P00157500,IBM,2024-07-05,157.50,put,0.00,0.17,0.09,58,0.25,162,0,0,2024-06-18,0.23111,-0.04739,0.01162,-0.08583,0.03637,-0.00384
IBM240705C00160000,IBM,2024-07-05,160.00,call,9.95,11.32,11.00,11,11.65,43,0,6,2024-06-18,0.23477,0.90900,0.01895,-0.22847,0.06026,0.06693
IBM240705P00160000,IBM,2024-07-05,160.00,put,0.26,0.24,0.21,10,0.28,14,2,45,2024-06-18,0.21038,-0.06893,0.01714,-0.10390,0.04884,-0.00559
IBM240705C00162500,IBM,2024-07-05,162.50,call,0.00,9.07,8.75,12,9.40,68,0,0,2024-06-18,0.22531,0.85762,0.02715,-0.27356,0.08286,0.06390
IBM240705P00162500,IBM,2024-07-05,162.50,put,0.63,0.46,0.19,112,0.73,114,19,3,2024-06-18,0.20535,-0.12116,0.02665,-0.15216,0.07413,-0.00984
IBM240705C00165000,IBM,2024-07-05,165.00,call,6.45,6.80,6.60,87,7.00,30,1,52,2024-06-18,0.20077,0.80024,0.03786,-0.29106,0.10297,0.06040
IBM240705P00165000,IBM,2024-07-05,165.00,put,0.75,0.77,0.72,8,0.83,33,52,57,2024-06-18,0.19376,-0.19176,0.03827,-0.19110,0.10045,-0.01559
IBM240705C00167500,IBM,2024-07-05,167.50,call,4.95,5.03,4.70,40,5.35,62,16,9,2024-06-18,0.20519,0.68641,0.04695,-0.34719,0.13050,0.05218
IBM240705P00167500,IBM,2024-07-05,167.50,put,1.60,1.48,1.29,37,1.68,104,3,2,2024-06-18,0.19879,-0.30856,0.04812,-0.24771,0.12959,-0.02520
IBM240705C00170000,IBM,2024-07-05,170.00,call,3.30,3.30,3.15,43,3.45,64,709,621,2024-06-18,0.19041,0.56339,0.05620,-0.34581,0.14498,0.04322
IBM240705P00170000,IBM,2024-07-05,170.00,put,2.24,2.48,2.20,31,2.76,155,4,205,2024-06-18,0.20077,-0.43900,0.05335,-0.27155,0.14512,-0.03603
IBM240705C00172500,IBM,2024-07-05,172.50,call,2.12,2.15,1.90,41,2.40,46,63,9,2024-06-18,0.19300,0.42367,0.05513,-0.33601,0.14414,0.03265
IBM240705P00172500,IBM,2024-07-05,172.50,put,4.60,3.60,3.45,72,3.75,6,2,0,2024-06-18,0.18797,-0.57878,0.05653,-0.23598,0.14397,-0.04765
IBM240705C00175000,IBM,2024-07-05,175.00,call,1.24,1.21,1.11,41,1.30,20,247,719,2024-06-18,0.18629,0.28814,0.04977,-0.27676,0.12561,0.02232
IBM240705P00175000,IBM,2024-07-05,175.00,put,5.50,5.47,5.20,9,5.75,167,1,3,2024-06-18,0.20535,-0.69253,0.04651,-0.21936,0.12939,-0.05756
IBM240705C00177500,IBM,2024-07-05,177.50,call,0.75,1.16,0.65,26,1.66,58,7,9,2024-06-18,0.23339,0.23622,0.03587,-0.30506,0.11343,0.01822
IBM240705P00177500,IBM,2024-07-05,177.50,put,0.00,7.38,7.10,40,7.65,7,0,0,2024-06-18,0.20687,-0.79296,0.03753,-0.15760,0.10519,-0.06643
IBM240705C00180000,IBM,2024-07-05,180.00,call,0.30,0.34,0.21,127,0.47,35,41,103,2024-06-18,0.18721,0.10507,0.02640,-0.14394,0.06696,0.00819
IBM240705P00180000,IBM,2024-07-05,180.00,put,0.00,9.55,9.15,37,9.95,37,0,0,2024-06-18,0.21480,-0.86140,0.02796,-0.10423,0.08137,-0.07287
IBM240705C00182500,IBM,2024-07-05,182.50,call,0.00,0.24,0.21,20,0.27,47,0,0,2024-06-18,0.20458,0.07276,0.01837,-0.11830,0.05091,0.00567
IBM240705P00182500,IBM,2024-07-05,182.50,put,0.00,12.10,11.65,11,12.55,45,0,0,2024-06-18,0.26053,-0.87123,0.02192,-0.13070,0.07735,-0.07484
IBM240705C00185000,IBM,2024-07-05,185.00,call,0.11,0.17,0.10,22,0.24,30,0,117,2024-06-18,0.22013,0.05093,0.01292,-0.09558,0.03852,0.00397
IBM240705P00185000,IBM,2024-07-05,185.00,put,0.00,14.55,14.15,10,14.95,37,0,0,2024-06-18,0.29117,-0.88940,0.01761,-0.12858,0.06948,-0.07742
IBM240705C00187500,IBM,2024-07-05,187.50,call,0.13,0.17,0.04,146,0.31,160,0,1,2024-06-18,0.24940,0.04577,0.01047,-0.09876,0.03537,0.00356
IBM240705P00187500,IBM,2024-07-05,187.50,put,0.00,17.00,16.55,42,17.45,37,0,0,2024-06-18,0.31922,-0.90403,0.01449,-0.12354,0.06268,-0.07973
IBM240705C00190000,IBM,2024-07-05,190.00,call,0.09,0.07,0.03,14,0.10,3,0,5,2024-06-18,0.23919,0.02178,0.00591,-0.05113,0.01916,0.00170
IBM240705P00190000,IBM,2024-07-05,190.00,put,0.00,19.52,19.10,11,19.95,37,0,0,2024-06-18,0.35671,-0.90859,0.01251,-0.13855,0.06047,-0.08126
IBM240705C00192500,IBM,2024-07-05,192.50,call,0.00,0.16,0.01,20,0.31,42,0,0,2024-06-18,0.30199,0.03697,0.00727,-0.09972,0.02975,0.00286
IBM240705P00192500,IBM,2024-07-05,192.50,put,0.00,22.02,21.55,37,22.50,38,0,0,2024-06-18,0.38994,-0.91419,0.01092,-0.14662,0.05768,-0.08287
IBM240705C00195000,IBM,2024-07-05,195.00,call,0.37,0.15,0.02,22,0.29,56,0,10,2024-06-18,0.32470,0.03278,0.00613,-0.09685,0.02695,0.00253
IBM240705P00195000,IBM,2024-07-05,195.00,put,0.00,24.50,24.05,41,24.95,39,0,0,2024-06-18,0.41876,-0.92070,0.00958,-0.14762,0.05436,-0.08455
IBM240705C00200000,IBM,2024-07-05,200.00,call,0.00,0.15,0.02,16,0.28,62,0,0,2024-06-18,0.37516,0.02896,0.00479,-0.10051,0.02432,0.00223
IBM240705P00200000,IBM,2024-07-05,200.00,put,0.00,29.50,29.00,39,30.00,38,0,0,2024-06-18,0.48080,-0.92776,0.00777,-0.16126,0.05063,-0.08744
IBM240705C00205000,IBM,2024-07-05,205.00,call,0.11,0.01,0.00,0,0.05,2,0,3,2024-06-18,0.30275,0.00302,0.00083,-0.01129,0.00339,0.00024
IBM240705P00205000,IBM,2024-07-05,205.00,put,0.00,34.52,34.05,36,35.00,38,0,0,2024-06-18,0.54421,-0.93144,0.00660,-0.18105,0.04863,-0.09007
IBM240705C00210000,IBM,2024-07-05,210.00,call,0.00,0.01,0.00,0,0.27,52,0,0,2024-06-18,0.33842,0.00273,0.00067,-0.01148,0.00309,0.00021
IBM240705P00210000,IBM,2024-07-05,210.00,put,0.00,39.50,39.10,8,39.90,36,0,0,2024-06-18,0.59695,-0.93717,0.00562,-0.18503,0.04545,-0.09284
IBM240705C00215000,IBM,2024-07-05,215.00,call,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.37302,0.00251,0.00057,-0.01170,0.00287,0.00019
IBM240705P00215000,IBM,2024-07-05,215.00,put,0.00,44.48,44.00,39,44.95,38,0,0,2024-06-18,0.64726,-0.94185,0.00488,-0.18796,0.04278,-0.09553
IBM240705C00220000,IBM,2024-07-05,220.00,call,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.40626,0.00231,0.00048,-0.01183,0.00266,0.00018
IBM240705P00220000,IBM,2024-07-05,220.00,put,0.00,49.50,49.00,39,50.00,38,0,0,2024-06-18,0.70488,-0.94309,0.00440,-0.20616,0.04206,-0.09797
IBM240705C00225000,IBM,2024-07-05,225.00,call,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.43857,0.00216,0.00042,-0.01197,0.00250,0.00017
IBM240705P00225000,IBM,2024-07-05,225.00,put,0.00,54.50,54.00,39,55.00,38,0,0,2024-06-18,0.75625,-0.94529,0.00398,-0.21602,0.04077,-0.10047
IBM240705C00230000,IBM,2024-07-05,230.00,call,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.46997,0.00203,0.00037,-0.01212,0.00237,0.00016
IBM240705P00230000,IBM,2024-07-05,230.00,put,0.00,59.45,58.95,38,59.95,40,0,0,2024-06-18,0.79314,-0.95022,0.00352,-0.20401,0.03783,-0.10317
IBM240705C00235000,IBM,2024-07-05,235.00,call,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.50046,0.00192,0.00033,-0.01225,0.00225,0.00015
IBM240705P00235000,IBM,2024-07-05,235.00,put,0.00,64.53,64.05,38,65.00,38,0,0,2024-06-18,0.86219,-0.94699,0.00340,-0.24758,0.03977,-0.10528
IBM240705C00240000,IBM,2024-07-05,240.00,call,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.53003,0.00182,0.00030,-0.01236,0.00214,0.00014
IBM240705P00240000,IBM,2024-07-05,240.00,put,0.00,69.53,69.10,8,69.95,38,0,0,2024-06-18,0.90944,-0.94842,0.00316,-0.25664,0.03891,-0.10772
IBM240705C00245000,IBM,2024-07-05,245.00,call,0.00,0.01,0.00,0,0.26,48,0,0,2024-06-18,0.55900,0.00174,0.00027,-0.01250,0.00206,0.00013
IBM240705P00245000,IBM,2024-07-05,245.00,put,0.00,74.53,74.05,38,75.00,38,0,0,2024-06-18,0.95548,-0.94965,0.00295,-0.26548,0.03817,-0.11015
IBM240712C00095000,IBM,2024-07-12,95.00,call,0.00,75.82,75.30,38,76.35,38,0,0,2024-06-18,0.28439,1.00000,0.00000,-0.05046,0.00000,0.06225
IBM240712P00095000,IBM,2024-07-12,95.00,put,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.76875,-0.00102,0.00010,-0.00866,0.00150,-0.00012
IBM240712C00100000,IBM,2024-07-12,100.00,call,0.00,70.90,70.40,40,71.40,38,0,0,2024-06-18,0.52866,0.99997,0.00001,-0.05332,0.00005,0.06552
IBM240712P00100000,IBM,2024-07-12,100.00,put,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.70564,-0.00111,0.00012,-0.00856,0.00161,-0.00013
IBM240712C00105000,IBM,2024-07-12,105.00,call,0.00,65.88,65.35,38,66.40,38,0,0,2024-06-18,0.24675,1.00000,0.00000,-0.05577,0.00000,0.06880
IBM240712P00105000,IBM,2024-07-12,105.00,put,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.64558,-0.00121,0.00014,-0.00847,0.00175,-0.00014
IBM240712C00110000,IBM,2024-07-12,110.00,call,0.00,60.92,60.45,41,61.40,36,0,0,2024-06-18,0.22793,1.00000,0.00000,-0.05842,0.00000,0.07208
IBM240712P00110000,IBM,2024-07-12,110.00,put,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.58811,-0.00132,0.00017,-0.00837,0.00190,-0.00015
IBM240712C00115000,IBM,2024-07-12,115.00,call,0.00,55.98,55.50,37,56.45,37,0,0,2024-06-18,0.58872,0.99663,0.00039,-0.08066,0.00444,0.07496
IBM240712P00115000,IBM,2024-07-12,115.00,put,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.53293,-0.00145,0.00020,-0.00826,0.00207,-0.00017
IBM240712C00120000,IBM,2024-07-12,120.00,call,0.00,50.98,50.50,40,51.45,41,0,0,2024-06-18,0.48064,0.99837,0.00025,-0.07199,0.00230,0.07844
IBM240712P00120000,IBM,2024-07-12,120.00,put,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.47988,-0.00161,0.00025,-0.00813,0.00227,-0.00019
IBM240712C00125000,IBM,2024-07-12,125.00,call,0.00,45.98,45.45,38,46.50,38,0,0,2024-06-18,0.17146,1.00000,0.00000,-0.06639,0.00000,0.08190
IBM240712P00125000,IBM,2024-07-12,125.00,put,0.00,0.01,0.00,0,0.35,48,0,0,2024-06-18,0.42866,-0.00179,0.00031,-0.00799,0.00250,-0.00021
IBM240712C00130000,IBM,2024-07-12,130.00,call,0.00,41.02,40.55,40,41.50,36,0,0,2024-06-18,0.39498,0.99716,0.00050,-0.08022,0.00381,0.08485
IBM240712P00130000,IBM,2024-07-12,130.00,put,0.00,0.01,0.00,0,0.36,48,0,0,2024-06-18,0.37927,-0.00201,0.00038,-0.00785,0.00279,-0.00023
IBM240712C00135000,IBM,2024-07-12,135.00,call,0.00,36.02,35.55,36,36.50,36,0,0,2024-06-18,0.13382,1.00000,0.00000,-0.07170,0.00000,0.08846
IBM240712P00135000,IBM,2024-07-12,135.00,put,0.00,0.01,0.00,0,0.37,48,0,8,2024-06-18,0.33126,-0.00229,0.00049,-0.00767,0.00313,-0.00026
IBM240712C00140000,IBM,2024-07-12,140.00,call,0.00,31.10,30.60,40,31.60,38,0,0,2024-06-18,0.34970,0.98885,0.00192,-0.10740,0.01282,0.09044
IBM240712P00140000,IBM,2024-07-12,140.00,put,0.00,0.20,0.01,16,0.38,55,0,10,2024-06-18,0.41982,-0.02743,0.00344,-0.08559,0.02762,-0.00321
IBM240712C00145000,IBM,2024-07-12,145.00,call,0.00,26.10,25.60,37,26.60,37,0,0,2024-06-18,0.28233,0.99000,0.00216,-0.10110,0.01165,0.09386
